comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
67a30642000000000b019d8e,1738737220000,,677e7a01000000001800d93d,医生更崩溃[哭惹R]手套就没有一副好的[哭惹R],61bab7bd0000000021023851,可爱本身,https://sns-avatar-qc.xhscdn.com/avatar/6459a59a062888d40581a886.jpg?imageView2/2/w/120/format/jpg,237,http://sns-webpic-qc.xhscdn.com/202505152124/47021a63a635b1ceff990a83bf20ecc2/comment/1040g2h031dgso9i70m005odqmuuoce2hc32tr60!nd_whlt34_webp_wm_1,0,1747315492641,2022
679b9a94000000001b03e992,1738250900000,,677e7a01000000001800d93d,去医院🏥说自费能用上进口吗,5a599411e8ac2b4f8c87d14e,酸酸的纸鹤,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30v9ks2b2lk604a0qiia13kae972pleo?imageView2/2/w/120/format/jpg,187,,0,1747315492644,435
67a2eb5a000000000a01bb94,1738730354000,,677e7a01000000001800d93d,,59a532105e87e732e9a06fd5,拼命三娘,https://sns-avatar-qc.xhscdn.com/avatar/59a532105e87e732e9a06fd5.jpg?imageView2/2/w/120/format/jpg,91,http://sns-webpic-qc.xhscdn.com/202505152124/b2f494e4e0d7418dd5f04a575ab907cb/comment/1040g2h031dgpf6d7gm0049ou9rp10ruld7qcl50!nd_whgt34_webp_wm_1,0,1747315492646,543
678fdfb9000000002102d87e,1737482169000,,677e7a01000000001800d93d,[哭惹R]好害怕 不敢怀孕,5f6b14d5000000000100840b,那个女孩💋,https://sns-avatar-qc.xhscdn.com/avatar/638f4b8cc412498adcdea6e9.jpg?imageView2/2/w/120/format/jpg,36,,0,1747315492648,669
67a30c8a0000000021032e84,1738738827000,,677e7a01000000001800d93d,我给一个产妇打留置针，血管贼难弄，留置针又只有最大号的，打了第2针，终于进去了，然后它Y型与透明管接头处是漏的，那个血哗啦啦的漏，我比产妇还崩溃[微笑R],5ec783630000000001004ff1,孙建国,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31apknf3fni605nm7gdhg8jvhtmfmue8?imageView2/2/w/120/format/jpg,58,,0,1747315492650,621
67a604f80000000017002c13,1738933496000,,677e7a01000000001800d93d,说个真事儿，我同事刚拆的新的无菌手套，打开里面放着一块牛轧糖，大家都懵了,56bde1d21c07df5b6b36e902,小白兔(∗ˊ꒳ˋ∗)੭* ੈ,https://sns-avatar-qc.xhscdn.com/avatar/5f20faf1931fcc0001a9dfec.jpg?imageView2/2/w/120/format/jpg,15,,0,1747315492654,101
67a7359c0000000018016a2a,1739011484000,,677e7a01000000001800d93d,刚刚接到办公室主任电话通知，明天会发统一的文，关于集采的，然后不能留文字，不能发微信，发信息，所以都是一对一打电话，说了四个点，不评论，不跟帖，不接受采访，如果有病人问怎么配不到药，就说同类型的药医院有，必须一个转一个，打电话通知，感觉之前瑞金某主任提的点，北京下来调查，有些说真话的人，很有可能要炮灰了，动了谁的蛋糕🍰，昨天刷到唐山某私立医院倒闭，医院都关了算了[鄙视R][鄙视R],640335c90000000029010e08,神经蛙,https://sns-avatar-qc.xhscdn.com/avatar/4c0984d2-9d8a-3e1e-9981-c961dcf99c7a?imageView2/2/w/120/format/jpg,12,,0,1747315492658,46
67a5f09900000000180318aa,1738928282000,,677e7a01000000001800d93d,听说医生做手术时被电刀电到了，真是地狱笑话了，为了送走领退休金的老家伙也是出尽损招了[笑哭R][笑哭R]@未妨惆怅是清狂,668e4b9d000000000b032e3d,大大怪将军,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317qc1n9i3q6g5pke9eeiubhtkvhncu0?imageView2/2/w/120/format/jpg,2,,0,1747315492660,55
67b4bbfd000000001601a214,1739897853000,,677e7a01000000001800d93d,坐标口腔，医院集采药以前一个材料像糖豆一样，现在挤出来是稀泥，我都不知道怎么搞了，现在的橡胶手套用点力往上套就碎了，还没改到这里，要真改了估计科室养不起这么多人我也要走了吧，不过说实话这么改科室的人都要走差不多,633c1915000000001802d6cd,我要做生意,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319pl559vna005ops34am5lmd8g9h398?imageView2/2/w/120/format/jpg,7,,0,1747315492662,17
67b5b37900000000180375f7,1739961210000,,677e7a01000000001800d93d,药没效果还能够去药店买进口药，现在问题是直接仪器都不行。带我女儿查乙肝两对半抗体，国产机子测出来抗体740，进口机子测出来抗体480（同个医院同个血液样本）。离谱吧？现在已经是源头就开始出问题了，医生根据血液报告开药，血液报告就开始出错，药怎么能正确开？更何况药还没效果？,5b2b14324eacab6444a97788,Meng,https://sns-avatar-qc.xhscdn.com/avatar/646f0df458a4b43ebb1fe8d4.jpg?imageView2/2/w/120/format/jpg,5,,0,1747315492663,10
67737fb3000000001200b5d5,1735622579000,,6772534a000000000b014ab0,2025年了还能看到工分两个字,63f37679000000000f011015,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ulpb38r586g5ovjepsjq40lepu6d90?imageView2/2/w/120/format/jpg,20,,0,1747315494377,1098
677520ac000000000e01eee1,1735729324000,,6772534a000000000b014ab0,挣工分？那我觉得我今天分够了  是不是病人有痰 我想吸就吸，不想吸就不吸。这个病人我想看就看，不想看就不看。[微笑R] 那也挺好,561a21b841a2b327a3619595,🐷 大郎擦脸啦！,https://sns-avatar-qc.xhscdn.com/avatar/62a30df5b664f9b166c2b186.jpg?imageView2/2/w/120/format/jpg,13,,0,1747315494379,392
6773964a000000000d039e41,1735628362000,,6772534a000000000b014ab0,以后我小孩不学医了，医学生苦得很，读个7年8年毕业出来还没初中毕业学理发的赚的多。,63987aa70000000026012e39,金如一,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318np9uif446g5osofajpibhpr3gn7uo?imageView2/2/w/120/format/jpg,21,,0,1747315494387,184
677940f9000000001003cfc8,1735999737000,,6772534a000000000b014ab0,既是自负盈亏，又要受工分制文件限薪，怎么调动劳动积极性？,61ff9ef5000000001000eb9a,叶孤城,https://sns-avatar-qc.xhscdn.com/avatar/61ff9ef5000000001000eb9a.jpg?imageView2/2/w/120/format/jpg,13,,0,1747315494391,178
678b120800000000220099f7,1737167368000,,6772534a000000000b014ab0,学医确实很多的初衷是利国利民，但你也不能因为这个就让为爱发电啊[哭惹R],6681035e0000000003031786,看到我的昵称请给我一块钱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cuo1mefgu005pk10df0u5s6mdi1dkg?imageView2/2/w/120/format/jpg,5,,0,1747315494394,175
6781e2f4000000002200e48c,1736565492000,,6772534a000000000b014ab0,屁股决定脑袋的改革！从此会导致公立医院医疗质量、医疗服务态度一落千丈，择期手术你就老老实实等着安排吧，医护工作积极性严重受挫。准备学医的孩子和家长要好好考虑考虑了！祸国殃民！,5d3c557b000000001002d290,pest,https://sns-avatar-qc.xhscdn.com/avatar/5d3c557b000000001002d290.jpg?imageView2/2/w/120/format/jpg,5,,0,1747315494397,155
678067ab0000000022006e49,1736468396000,,6772534a000000000b014ab0,这个改制的意义是为了减少以后报考医学院吗,5e3e34b9000000000100a51a,超级幸运呀～,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317qgls7kju605nhu6isg998q5ir2tqg?imageView2/2/w/120/format/jpg,10,,0,1747315494400,39
6780ad0e000000002101fbe8,1736486158000,,6772534a000000000b014ab0,2025年了还能看到“工分”这两个字，到底是我大中国地大物博无奇不有[鄙视R],625ebe500000000010007ea5,小红薯678B732C,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cu38glr0e005oiunp840vl54fbloj8?imageView2/2/w/120/format/jpg,0,,0,1747315494402,62
679447f50000000020038c99,1737770998000,,6772534a000000000b014ab0,工分由科室主任进行二次分配，这个是最大的问题,678b706c000000000a03dae5,DADADA,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hdp3aa4ko6g5psbe1m2nmn51obbuvg?imageView2/2/w/120/format/jpg,7,,0,1747315494404,28
6781e800000000001b01f7fe,1736566784000,,6772534a000000000b014ab0,中国的医生，比非洲的医生收入及地位还低,6640a2c80000000007004526,isclose,https://sns-avatar-qc.xhscdn.com/avatar/645b7f83b46568f580649586.jpg?imageView2/2/w/120/format/jpg,0,,0,1747315494405,42
67591b02000000000c026254,1733892867000,,6757f5810000000002034b18,到时候好医生都出国了就老实了[doge],5bb34120bb1c74000171e43e,momo,https://sns-avatar-qc.xhscdn.com/avatar/2b4cefbb01e0a0824f5c173dde7f98b2.jpg?imageView2/2/w/120/format/jpg,106,,0,1747315495886,372
67593a21000000000c025994,1733900833000,,6757f5810000000002034b18,本人不巧前面刚做了相关研究，请你标明数据出处好吧，根据三明本市的数据，医改后三明市存在医护工作者一万人左右，每年离职人数40左右，和医改前并无差别。这些数据在知网都可查的，不要盲目唱衰。,6492a411000000001f006ec9,米饭管饱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318qa89la466g5p4ikg8norm964np5qg?imageView2/2/w/120/format/jpg,102,,0,1747315495890,277
6758f6da000000000d0007ac,1733883610000,,6757f5810000000002034b18,说医生都跳槽到私立医院的，有没有了解过，除了大城市的顶级私立医院，普通城市的私人医院哪个不是吃医保的💰才能活的下去的[捂脸R],5483d936d6e4a95ed8e1bacc,小怂,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31b8o9sj67o00400qgrcjdemcbejig18?imageView2/2/w/120/format/jpg,48,,0,1747315495894,226
67583715000000001a019e0f,1733834518000,,6757f5810000000002034b18,酸医生工资高有回扣的下辈子都学医[赞R]上几个夜班就老实了,5a04668311be1049228a01b3,不是只会啃鸡腿滴酥酥,https://sns-avatar-qc.xhscdn.com/avatar/61663273202bbcfa90d2baa2.jpg?imageView2/2/w/120/format/jpg,13,,0,1747315495896,308
67586974000000001a0277aa,1733847413000,,6757f5810000000002034b18,之前看到一条评论很贴切，“就是把医生也集采了嘛”优秀的医生可以去私立，中外合资，甚至出国，都很受欢迎。也听说今年执业医考试会简单，在鼓励一些久考不过的人报名了。但都是小道消息，大家都在观望，但还要怀着希望嘛，总归会有出路。,5a79937e4eacab5b4fc8fed3,青雪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30ne4m6cnmo004a1a9p9ntvmjsuvc02g?imageView2/2/w/120/format/jpg,24,,0,1747315495898,218
6770f1f10000000011018fbd,1735455218000,,6757f5810000000002034b18,因为推行的人永远不会缺医生看病，至于真的缺医生的百姓，根本决定不了什么,611091060000000001005bea,momo,https://sns-avatar-qc.xhscdn.com/avatar/6464b1cdd642153b489264e2.jpg?imageView2/2/w/120/format/jpg,14,,0,1747315495899,174
6777b5b4000000001200b04c,1735898549000,,6757f5810000000002034b18,大三甲已经有应对方式，譬如华西的应对方式是，在上锦等基础上连开多家私人出资委托华西管理的医院，医护轮岗交替在本部和托管医院上班，要硬按三明，那么托管医院部分应该可以作为应发足发渠道。只是很多60刚退年富力强的大主任大专家，肯定就不会返聘了，私立医院几倍走起吧。,5b717c32f35c18000154b3d2,谁的小ZuZu呀,https://sns-avatar-qc.xhscdn.com/avatar/6151830d0c4caf90aab9cbb3.jpg?imageView2/2/w/120/format/jpg,12,,0,1747315495899,82
6776a73c000000000f0333db,1735829309000,,6757f5810000000002034b18,最后倒霉的还是老百姓，都花高价去私立医院看。比以前还不如。,5c91fed3000000001602eb59,胖头鱼,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31crflo22h26g5n4hvr9llqqpkgh5rrg?imageView2/2/w/120/format/jpg,12,,0,1747315495902,72
676f97bc00000000110300e5,1735366589000,,6757f5810000000002034b18,不是，这个改革到底有什么意义？对患者也不好，对医生也不好。,5b4ded6d11be1031e22f13b4,小红薯90B6C1FF,https://sns-avatar-qc.xhscdn.com/avatar/645b7f8f2a34639eb26eb1cd.jpg?imageView2/2/w/120/format/jpg,14,,0,1747315495904,43
678f5b3400000000210130f9,1737448245000,,6757f5810000000002034b18,"三明医改对基层医院的医生是好事，这些医生大多是专科、本科的，所在医院病人少，收入也低。但对全国三甲医院，特别是顶尖的医疗机构就是灾难，这些医生一般都是博士、博士后，或者在全国甚至全球都有影响力的大专家，被限薪30万[doge] 而金融业随便上百万，网红轻轻松松几千万收入；听说过中科院上百名博士集体出逃到公司的新闻吧
	
",5a2b332d4eacab5e16e2d82f,路边小朋友,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cknak3e086g4a05qlpirm1fl3qo6s8?imageView2/2/w/120/format/jpg,8,,0,1747315495907,35
67df487f000000001e0120c5,1742686336000,,67dd8a7a000000001203c83d,我发帖子只是因为经常刷到网上有人想了解 三明医改后 真实的收入，包括我外地的医生朋友也一直都有在问。正好最近核算工分，发了年薪，所以就分享了一下。我发帖的时候也写明了是三明的县城的工资水平，没有想制造焦虑，各地各有不同，情况不一，我的情况只是供大家参考。,59e03a9251783a3b12d2b66e,momo,https://sns-avatar-qc.xhscdn.com/avatar/644ea657f67fcc60ebbca2a2.jpg?imageView2/2/w/120/format/jpg,22,,0,1747315497530,274
67deaff90000000012010444,1742647290000,,67dd8a7a000000001203c83d,念了五年本科三年硕士三年博士出来只有五千工资[汗颜R]，这还有人说工资高，再怎么说博士也算高端人才了吧，拿五千工资简直笑死人了，反正以后谁学医我笑谁[微笑R],5e3692e500000000010098bc,苹果脆炒包菜,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3187dhqp0kc6g5nhmibig965svjcbmr8?imageView2/2/w/120/format/jpg,99,,0,1747315497531,1100
67de2e85000000001e0105ea,1742614151000,,67dd8a7a000000001203c83d,我妈妈县医院收费员退休都有四千 之前上班的时候月工资六七千 还逼我现在来学医 还是大专中医 以后工资都没有她退休工资高,60ccd8e6000000000101d084,画画不摸🐟,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31e9jdnfugk6g5o6cr3j0bk44qdo9us8?imageView2/2/w/120/format/jpg,25,http://sns-webpic-qc.xhscdn.com/202505152124/1a6e0b8fb53dad262efd6968421f84fc/comment/1040g2h031faldihg6e6g5o6cr3j0bk4486q6fsg!nd_whlt34_webp_wm_1,0,1747315497532,202
67de3588000000001e03b24c,1742615944000,,67dd8a7a000000001203c83d,"评论太多看不过来，挑几个问题回答。
我们平常怎么发工资：我们是按照年薪制来，不讲绩效和奖金啥的。每个月先预发一部分，预发工资其实就相当于每个月的基本工资。预发工资有几个档位可以选择，我是选择最低的档位，每个月到手大概2000左右。年终会统计工分，算出这一年的年薪，把一年的年薪扣掉这一年已经预发的工资就是年底最终发的钱。如果平常预发多，年底发的钱就会少。大概是这样的。",59e03a9251783a3b12d2b66e,momo,https://sns-avatar-qc.xhscdn.com/avatar/644ea657f67fcc60ebbca2a2.jpg?imageView2/2/w/120/format/jpg,11,,0,1747315497534,62
67e6d4c90000000012001040,1743181001000,,67dd8a7a000000001203c83d,高学历学医的我真的心疼你们[捂脸R]这么好的学历学个计算机什么的毕业进大厂7-80万年薪都有可能 偏偏学医 都说熬一熬 寒窗苦读十几二十年换来这么点工资....身体都不知道差成什么样了 600多的高考分换来更苦的后半生,603a12cd0000000001005eae,ChaHun,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31d2d6pe4gk005o1q2b6g8nlet8h3ms0?imageView2/2/w/120/format/jpg,10,,0,1747315497535,39
67e61ed80000000012020ea2,1743134425000,,67dd8a7a000000001203c83d,现在不是在鼓励引进外资和民营吗？不如快速混个职称然后跳槽,5c64017b000000001103de62,不治肾虚,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo314uep5coh4005n3405tkfnj2mmitfc8?imageView2/2/w/120/format/jpg,6,,0,1747315497537,5
67f6452e0000000020011b1b,1744192815000,,67dd8a7a000000001203c83d,我哥是姜堰人民医院骨科医生，加上隐藏收入一年几百万没问题。他又帅又牛逼。是我们整个家族的荣耀。[害羞R],66cd85af000000001d030f77,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hgj7h9gk2005pmdgmnne3rnerhs9go?imageView2/2/w/120/format/jpg,7,,0,1747315497539,2
67f5ee80000000001e00efa4,1744170624000,,67dd8a7a000000001203c83d,等一下到手的六万块居然是年薪吗[哭惹R],5c3c824900000000050339db,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fnebv9rg45g5n1sg94heeeri7t38f0?imageView2/2/w/120/format/jpg,6,,0,1747315497541,3
67fc449d000000001e021524,1744585885000,,67dd8a7a000000001203c83d,想知道医改之前工资水平如何呢[叹气R],63eb0c3600000000260133a8,团咕咕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3156bkaoggu0g5ovb1gr9ict86s8pat0?imageView2/2/w/120/format/jpg,4,,0,1747315497543,0
67f51349000000001e015b6d,1744114506000,,67dd8a7a000000001203c83d,别说了，坐标十八线小城市县医院，每个月绩效2000都发不出来，已经三个月没发了,59c5314051783a5af1bf983c,线头~头,https://sns-avatar-qc.xhscdn.com/avatar/59c5314051783a5af1bf983c.jpg?imageView2/2/w/120/format/jpg,4,,0,1747315497544,0
