comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
67a30642000000000b019d8e,1738737220000,河南,677e7a01000000001800d93d,医生更崩溃[哭惹R]手套就没有一副好的[哭惹R],61bab7bd0000000021023851,可爱本身,https://sns-avatar-qc.xhscdn.com/avatar/6459a59a062888d40581a886.jpg?imageView2/2/w/120/format/jpg,236,http://sns-webpic-qc.xhscdn.com/202502270057/77fbe13aad83ebe5c7091c736e043b9c/comment/1040g2h031dgso9i70m005odqmuuoce2hc32tr60!nd_whlt34_webp_wm_1,0,1740589025042,1952
679b9a94000000001b03e992,1738250900000,海南,677e7a01000000001800d93d,去医院🏥说自费能用上进口吗,5a599411e8ac2b4f8c87d14e,酸酸的纸鹤,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30v9ks2b2lk604a0qiia13kae972pleo?imageView2/2/w/120/format/jpg,182,,0,1740589025048,422
678fdfb9000000002102d87e,1737482169000,,677e7a01000000001800d93d,[哭惹R]好害怕 不敢怀孕,5f6b14d5000000000100840b,那个女孩💋,https://sns-avatar-qc.xhscdn.com/avatar/638f4b8cc412498adcdea6e9.jpg?imageView2/2/w/120/format/jpg,80,,0,1740589025048,655
67a2eb5a000000000a01bb94,1738730354000,马达加斯加,677e7a01000000001800d93d,,59a532105e87e732e9a06fd5,拼命三娘,https://sns-avatar-qc.xhscdn.com/avatar/59a532105e87e732e9a06fd5.jpg?imageView2/2/w/120/format/jpg,88,http://sns-webpic-qc.xhscdn.com/202502270057/05f1939639887398246af4b1a5f2eba2/comment/1040g2h031dgpf6d7gm0049ou9rp10ruld7qcl50!nd_whgt34_webp_wm_1,0,1740589025049,514
67a30c8a0000000021032e84,1738738827000,江苏,677e7a01000000001800d93d,我给一个产妇打留置针，血管贼难弄，留置针又只有最大号的，打了第2针，终于进去了，然后它Y型与透明管接头处是漏的，那个血哗啦啦的漏，我比产妇还崩溃[微笑R],5ec783630000000001004ff1,搬砖🐶,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31apknf3fni605nm7gdhg8jvhtmfmue8?imageView2/2/w/120/format/jpg,53,,0,1740589025051,580
67a604f80000000017002c13,1738933496000,上海,677e7a01000000001800d93d,说个真事儿，我同事刚拆的新的无菌手套，打开里面放着一块牛轧糖，大家都懵了,56bde1d21c07df5b6b36e902,小白兔(∗ˊ꒳ˋ∗)੭* ੈ,https://sns-avatar-qc.xhscdn.com/avatar/5f20faf1931fcc0001a9dfec.jpg?imageView2/2/w/120/format/jpg,4,,0,1740589025053,34
67a7359c0000000018016a2a,1739011484000,上海,677e7a01000000001800d93d,刚刚接到办公室主任电话通知，明天会发统一的文，关于集采的，然后不能留文字，不能发微信，发信息，所以都是一对一打电话，说了四个点，不评论，不跟帖，不接受采访，如果有病人问怎么配不到药，就说同类型的药医院有，必须一个转一个，打电话通知，感觉之前瑞金某主任提的点，北京下来调查，有些说真话的人，很有可能要炮灰了，动了谁的蛋糕🍰，昨天刷到唐山某私立医院倒闭，医院都关了算了[鄙视R][鄙视R],640335c90000000029010e08,神经蛙,https://sns-avatar-qc.xhscdn.com/avatar/4c0984d2-9d8a-3e1e-9981-c961dcf99c7a?imageView2/2/w/120/format/jpg,10,,0,1740589025054,12
67a614ad00000000190129c5,1738937518000,北京,677e7a01000000001800d93d,基本上能进集采名单的，都要付出上亿的关系费[笑哭R],63836b1f000000001f019908,Sunny,https://sns-avatar-qc.xhscdn.com/avatar/651831c1bd7c6d07fc09603e.jpg?imageView2/2/w/120/format/jpg,3,,0,1740589025055,16
67b4bbfd000000001601a214,1739897853000,四川,677e7a01000000001800d93d,坐标口腔，医院集采药以前一个材料像糖豆一样，现在挤出来是稀泥，我都不知道怎么搞了，现在的橡胶手套用点力往上套就碎了，还没改到这里，要真改了估计科室养不起这么多人我也要走了吧，不过说实话这么改科室的人都要走差不多,633c1915000000001802d6cd,mo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319pl559vna005ops34am5lmd8g9h398?imageView2/2/w/120/format/jpg,7,,0,1740589025056,2
67a5f09900000000180318aa,1738928282000,广西,677e7a01000000001800d93d,听说医生做手术时被电刀电到了，真是地狱笑话了，为了送走领退休金的老家伙也是出尽损招了[笑哭R][笑哭R]@未妨惆怅是清狂,668e4b9d000000000b032e3d,大大怪将军,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo317qc1n9i3q6g5pke9eeiubhtkvhncu0?imageView2/2/w/120/format/jpg,2,,0,1740589025057,14
